	language	country	zipcode
830	en	United States	[SimpleZipcode(zipcode='33125', zipcode_type='Standard', major_city='Miami', post_office_city='Miami, FL', common_city_list=['Miami'], county='Miami-Dade County', state='FL', lat=25.78, lng=-80.24, timezone='Eastern', radius_in_miles=2.0, area_code_list=['305', '786'], population=52677, population_density=13639.0, land_area_in_sqmi=3.86, water_area_in_sqmi=0.17, housing_units=20271, occupied_housing_units=18389, median_home_value=174500, median_household_income=24296, bounds_west=-80.264218, bounds_east=-80.214631, bounds_north=25.794779, bounds_south=25.771834)]
831	en	United States	[SimpleZipcode(zipcode='78416', zipcode_type='Standard', major_city='Corpus Christi', post_office_city='Corpus Christi, TX', common_city_list=['Corpus Christi', 'Crp Christi'], county='Nueces County', state='TX', lat=27.75, lng=-97.44, timezone='Central', radius_in_miles=1.0, area_code_list=['361'], population=15508, population_density=5282.0, land_area_in_sqmi=2.94, water_area_in_sqmi=0.0, housing_units=5540, occupied_housing_units=5108, median_home_value=62800, median_household_income=27854, bounds_west=-97.460063, bounds_east=-97.42017, bounds_north=27.768103, bounds_south=27.735454)]
832	en	United States	[SimpleZipcode(zipcode='66210', zipcode_type='Standard', major_city='Overland Park', post_office_city='Overland Park, KS', common_city_list=['Overland Park', 'Lenexa', 'Shawnee Mission', 'Shawnee Msn'], county='Johnson County', state='KS', lat=38.92, lng=-94.7, timezone='Central', radius_in_miles=3.0, area_code_list=['913'], population=18102, population_density=2984.0, land_area_in_sqmi=6.07, water_area_in_sqmi=0.03, housing_units=8772, occupied_housing_units=8304, median_home_value=212600, median_household_income=68127, bounds_west=-94.74248, bounds_east=-94.66251, bounds_north=38.936209, bounds_south=38.912813)]
833	und	United States	[SimpleZipcode(zipcode='13072', zipcode_type='Standard', major_city='Georgetown', post_office_city='Georgetown, NY', common_city_list=['Georgetown'], county='Madison County', state='NY', lat=42.76, lng=-75.77, timezone='Eastern', radius_in_miles=7.0, area_code_list=['315'], population=1123, population_density=24.0, land_area_in_sqmi=47.05, water_area_in_sqmi=0.02, housing_units=482, occupied_housing_units=372, median_home_value=85700, median_household_income=46563, bounds_west=-75.846288, bounds_east=-75.684093, bounds_north=42.827244, bounds_south=42.683334)]
834	en	United States	[SimpleZipcode(zipcode='21117', zipcode_type='Standard', major_city='Owings Mills', post_office_city='Owings Mills, MD', common_city_list=['Owings Mills', 'Garrison'], county='Baltimore County', state='MD', lat=39.43, lng=-76.8, timezone='Eastern', radius_in_miles=6.0, area_code_list=['410'], population=53778, population_density=1654.0, land_area_in_sqmi=32.52, water_area_in_sqmi=0.17, housing_units=23010, occupied_housing_units=21805, median_home_value=279600, median_household_income=76645, bounds_west=-76.885162, bounds_east=-76.690935, bounds_north=39.491517, bounds_south=39.382474)]
835	en	United States	[]
836	en	United States	[]
837	en	United States	[SimpleZipcode(zipcode='36006', zipcode_type='Standard', major_city='Billingsley', post_office_city='Billingsley, AL', common_city_list=['Billingsley'], county='Autauga County', state='AL', lat=32.6, lng=-86.7, timezone='Central', radius_in_miles=9.0, area_code_list=[], population=1313, population_density=18.0, land_area_in_sqmi=71.47, water_area_in_sqmi=0.09, housing_units=573, occupied_housing_units=496, median_home_value=82700, median_household_income=43417, bounds_west=-86.798737, bounds_east=-86.625756, bounds_north=32.730479, bounds_south=32.524313)]
838	en	United States	[SimpleZipcode(zipcode='15235', zipcode_type='Standard', major_city='Pittsburgh', post_office_city='Pittsburgh, PA', common_city_list=['Pittsburgh', 'Penn Hills'], county='Allegheny County', state='PA', lat=40.46, lng=-79.84, timezone='Eastern', radius_in_miles=4.0, area_code_list=['412'], population=34580, population_density=2358.0, land_area_in_sqmi=14.66, water_area_in_sqmi=0.0, housing_units=16780, occupied_housing_units=15525, median_home_value=88800, median_household_income=50234, bounds_west=-79.893896, bounds_east=-79.776787, bounds_north=40.497727, bounds_south=40.421884)]
839	en	United States	[SimpleZipcode(zipcode='13072', zipcode_type='Standard', major_city='Georgetown', post_office_city='Georgetown, NY', common_city_list=['Georgetown'], county='Madison County', state='NY', lat=42.76, lng=-75.77, timezone='Eastern', radius_in_miles=7.0, area_code_list=['315'], population=1123, population_density=24.0, land_area_in_sqmi=47.05, water_area_in_sqmi=0.02, housing_units=482, occupied_housing_units=372, median_home_value=85700, median_household_income=46563, bounds_west=-75.846288, bounds_east=-75.684093, bounds_north=42.827244, bounds_south=42.683334)]
840	en	United Kingdom	[]
841	en	United States	[SimpleZipcode(zipcode='33604', zipcode_type='Standard', major_city='Tampa', post_office_city='Tampa, FL', common_city_list=['Tampa'], county='Hillsborough County', state='FL', lat=28.01, lng=-82.45, timezone='Eastern', radius_in_miles=3.0, area_code_list=['813'], population=35485, population_density=4767.0, land_area_in_sqmi=7.44, water_area_in_sqmi=0.43, housing_units=16528, occupied_housing_units=13944, median_home_value=111300, median_household_income=32091, bounds_west=-82.487185, bounds_east=-82.397601, bounds_north=28.033479, bounds_south=27.996058)]
842	en	United States	[SimpleZipcode(zipcode='10023', zipcode_type='Standard', major_city='New York', post_office_city='New York, NY', common_city_list=['New York'], county='New York County', state='NY', lat=40.78, lng=-73.98, timezone='Eastern', radius_in_miles=0.7386363636363636, area_code_list=['212', '347', '646', '718', '917'], population=60998, population_density=124357.0, land_area_in_sqmi=0.49, water_area_in_sqmi=0.0, housing_units=39402, occupied_housing_units=34383, median_home_value=872500, median_household_income=103534, bounds_west=-73.990149, bounds_east=-73.974067, bounds_north=40.783192, bounds_south=40.768436)]
843	en	Australia	[]
844	en	United States	[SimpleZipcode(zipcode='48726', zipcode_type='Standard', major_city='Cass City', post_office_city='Cass City, MI', common_city_list=['Cass City'], county='Tuscola County', state='MI', lat=43.6, lng=-83.2, timezone='Eastern', radius_in_miles=11.0, area_code_list=['989'], population=6172, population_density=49.0, land_area_in_sqmi=126.21, water_area_in_sqmi=1.44, housing_units=2772, occupied_housing_units=2419, median_home_value=89500, median_household_income=43480, bounds_west=-83.332708, bounds_east=-82.996819, bounds_north=43.728957, bounds_south=43.496775)]
845	en	United States	[SimpleZipcode(zipcode='15235', zipcode_type='Standard', major_city='Pittsburgh', post_office_city='Pittsburgh, PA', common_city_list=['Pittsburgh', 'Penn Hills'], county='Allegheny County', state='PA', lat=40.46, lng=-79.84, timezone='Eastern', radius_in_miles=4.0, area_code_list=['412'], population=34580, population_density=2358.0, land_area_in_sqmi=14.66, water_area_in_sqmi=0.0, housing_units=16780, occupied_housing_units=15525, median_home_value=88800, median_household_income=50234, bounds_west=-79.893896, bounds_east=-79.776787, bounds_north=40.497727, bounds_south=40.421884)]
846	en	United States	[]
847	en	United States	[]
848	en	United States	[SimpleZipcode(zipcode='01824', zipcode_type='Standard', major_city='Chelmsford', post_office_city='Chelmsford, MA', common_city_list=['Chelmsford', 'Kates Corner', 'S Chelmsford'], county='Middlesex County', state='MA', lat=42.59, lng=-71.35, timezone='Eastern', radius_in_miles=4.0, area_code_list=[], population=24911, population_density=1404.0, land_area_in_sqmi=17.75, water_area_in_sqmi=0.39, housing_units=9849, occupied_housing_units=9527, median_home_value=352100, median_household_income=104538, bounds_west=-71.405401, bounds_east=-71.294221, bounds_north=42.626008, bounds_south=42.549949)]
849	en	United States	[SimpleZipcode(zipcode='43201', zipcode_type='Standard', major_city='Columbus', post_office_city='Columbus, OH', common_city_list=['Columbus'], county='Franklin County', state='OH', lat=39.99, lng=-83.0, timezone='Eastern', radius_in_miles=2.0, area_code_list=['614'], population=35495, population_density=11514.0, land_area_in_sqmi=3.08, water_area_in_sqmi=0.0, housing_units=16214, occupied_housing_units=14697, median_home_value=193000, median_household_income=21086, bounds_west=-83.024118, bounds_east=-82.97239, bounds_north=40.011147, bounds_south=39.976976)]
850	en	United States	[SimpleZipcode(zipcode='77584', zipcode_type='Standard', major_city='Pearland', post_office_city='Pearland, TX', common_city_list=['Pearland'], county='Brazoria County', state='TX', lat=29.54, lng=-95.35, timezone='Central', radius_in_miles=6.0, area_code_list=['713'], population=70228, population_density=2188.0, land_area_in_sqmi=32.09, water_area_in_sqmi=0.08, housing_units=25184, occupied_housing_units=23722, median_home_value=189600, median_household_income=94103, bounds_west=-95.444936, bounds_east=-95.261697, bounds_north=29.588377, bounds_south=29.4985)]
851	en	United States	[SimpleZipcode(zipcode='60515', zipcode_type='Standard', major_city='Downers Grove', post_office_city='Downers Grove, IL', common_city_list=['Downers Grove'], county='DuPage County', state='IL', lat=41.81, lng=-88.03, timezone='Central', radius_in_miles=3.0, area_code_list=['331', '630'], population=27503, population_density=2441.0, land_area_in_sqmi=11.27, water_area_in_sqmi=0.11, housing_units=12117, occupied_housing_units=11195, median_home_value=357600, median_household_income=81383, bounds_west=-88.073172, bounds_east=-87.984753, bounds_north=41.838687, bounds_south=41.783583)]
852	en	United States	[SimpleZipcode(zipcode='27609', zipcode_type='Standard', major_city='Raleigh', post_office_city='Raleigh, NC', common_city_list=['Raleigh'], county='Wake County', state='NC', lat=35.84, lng=-78.63, timezone='Eastern', radius_in_miles=3.0, area_code_list=['919'], population=32964, population_density=2950.0, land_area_in_sqmi=11.17, water_area_in_sqmi=0.05, housing_units=16243, occupied_housing_units=15106, median_home_value=235500, median_household_income=51090, bounds_west=-78.665911, bounds_east=-78.596064, bounds_north=35.872921, bounds_south=35.813159)]
853	en	United States	[]
854	en	United States	[SimpleZipcode(zipcode='18087', zipcode_type='Standard', major_city='Trexlertown', post_office_city='Trexlertown, PA', common_city_list=['Trexlertown'], county='Lehigh County', state='PA', lat=40.55, lng=-75.6, timezone='Eastern', radius_in_miles=0.9090909090909091, area_code_list=['484'], population=738, population_density=667.0, land_area_in_sqmi=1.11, water_area_in_sqmi=0.02, housing_units=345, occupied_housing_units=329, median_home_value=210400, median_household_income=44900, bounds_west=-75.608969, bounds_east=-75.577428, bounds_north=40.564619, bounds_south=40.54158)]
855	en	United States	[]
856	en	United States	[]
857	en	United States	[SimpleZipcode(zipcode='21201', zipcode_type='Standard', major_city='Baltimore', post_office_city='Baltimore, MD', common_city_list=['Baltimore'], county='Baltimore city', state='MD', lat=39.29, lng=-76.62, timezone='Eastern', radius_in_miles=1.0, area_code_list=['410', '443', '667', '301'], population=16972, population_density=13158.0, land_area_in_sqmi=1.29, water_area_in_sqmi=0.0, housing_units=11255, occupied_housing_units=9765, median_home_value=208500, median_household_income=27465, bounds_west=-76.634132, bounds_east=-76.613775, bounds_north=39.31214, bounds_south=39.278926)]
858	en	United States	[SimpleZipcode(zipcode='15235', zipcode_type='Standard', major_city='Pittsburgh', post_office_city='Pittsburgh, PA', common_city_list=['Pittsburgh', 'Penn Hills'], county='Allegheny County', state='PA', lat=40.46, lng=-79.84, timezone='Eastern', radius_in_miles=4.0, area_code_list=['412'], population=34580, population_density=2358.0, land_area_in_sqmi=14.66, water_area_in_sqmi=0.0, housing_units=16780, occupied_housing_units=15525, median_home_value=88800, median_household_income=50234, bounds_west=-79.893896, bounds_east=-79.776787, bounds_north=40.497727, bounds_south=40.421884)]
859	und	United States	[SimpleZipcode(zipcode='96756', zipcode_type='Standard', major_city='Koloa', post_office_city='Koloa, HI', common_city_list=['Koloa'], county='Kauai County', state='HI', lat=21.92, lng=-159.43, timezone='Pacific/Honolulu', radius_in_miles=6.0, area_code_list=['808'], population=5190, population_density=210.0, land_area_in_sqmi=24.68, water_area_in_sqmi=3.62, housing_units=3247, occupied_housing_units=1932, median_home_value=637800, median_household_income=61595, bounds_west=-159.51001, bounds_east=-159.383198, bounds_north=21.96392, bounds_south=21.863508)]
860	und	United States	[SimpleZipcode(zipcode='80918', zipcode_type='Standard', major_city='Colorado Springs', post_office_city='Colorado Springs, CO', common_city_list=['Colorado Springs', 'Colo Spgs', 'Colorado Spgs'], county='El Paso County', state='CO', lat=38.91, lng=-104.78, timezone='Mountain', radius_in_miles=3.0, area_code_list=['719'], population=45467, population_density=3795.0, land_area_in_sqmi=11.98, water_area_in_sqmi=0.0, housing_units=18944, occupied_housing_units=18142, median_home_value=210500, median_household_income=61012, bounds_west=-104.82939, bounds_east=-104.73352, bounds_north=38.938039, bounds_south=38.887603)]
861	en	United States	[SimpleZipcode(zipcode='30046', zipcode_type='Standard', major_city='Lawrenceville', post_office_city='Lawrenceville, GA', common_city_list=['Lawrenceville'], county='Gwinnett County', state='GA', lat=33.95, lng=-84.0, timezone='Eastern', radius_in_miles=4.0, area_code_list=['470'], population=34523, population_density=2204.0, land_area_in_sqmi=15.66, water_area_in_sqmi=0.12, housing_units=13171, occupied_housing_units=11807, median_home_value=125300, median_household_income=47003, bounds_west=-84.051825, bounds_east=-83.948044, bounds_north=33.984465, bounds_south=33.915559)]
862	en	United States	[SimpleZipcode(zipcode='33436', zipcode_type='Standard', major_city='Boynton Beach', post_office_city='Boynton Beach, FL', common_city_list=['Boynton Beach', 'Golf', 'Village Of Golf', 'Vlg Of Golf'], county='Palm Beach County', state='FL', lat=26.53, lng=-80.11, timezone='Eastern', radius_in_miles=3.0, area_code_list=['561'], population=41896, population_density=3577.0, land_area_in_sqmi=11.71, water_area_in_sqmi=0.09, housing_units=22427, occupied_housing_units=18728, median_home_value=162900, median_household_income=51505, bounds_west=-80.131166, bounds_east=-80.089691, bounds_north=26.572161, bounds_south=26.483642)]
