	language	country	zipcode
609	en	United States	[SimpleZipcode(zipcode='65613', zipcode_type='Standard', major_city='Bolivar', post_office_city='Bolivar, MO', common_city_list=['Bolivar', 'Cherkee Hmstd', 'Cherokee Homestead Villag...'], county='Polk County', state='MO', lat=37.6, lng=-93.4, timezone='Central', radius_in_miles=14.0, area_code_list=['417'], population=17396, population_density=92.0, land_area_in_sqmi=188.51, water_area_in_sqmi=1.43, housing_units=7269, occupied_housing_units=6522, median_home_value=130500, median_household_income=41961, bounds_west=-93.540649, bounds_east=-93.256447, bounds_north=37.807193, bounds_south=37.471346)]
610	en	Australia	[]
611	en	United States	[SimpleZipcode(zipcode='50161', zipcode_type='Standard', major_city='Maxwell', post_office_city='Maxwell, IA', common_city_list=['Maxwell'], county='Story County', state='IA', lat=41.9, lng=-93.4, timezone='Central', radius_in_miles=12.0, area_code_list=['515'], population=2047, population_density=25.0, land_area_in_sqmi=81.45, water_area_in_sqmi=0.33, housing_units=862, occupied_housing_units=797, median_home_value=137800, median_household_income=61719, bounds_west=-93.497258, bounds_east=-93.347639, bounds_north=41.96472, bounds_south=41.719457)]
612	en	United States	[SimpleZipcode(zipcode='96797', zipcode_type='Standard', major_city='Waipahu', post_office_city='Waipahu, HI', common_city_list=['Waipahu'], county='Honolulu County', state='HI', lat=21.39, lng=-158.01, timezone='Pacific/Honolulu', radius_in_miles=4.0, area_code_list=['808'], population=72289, population_density=2101.0, land_area_in_sqmi=34.4, water_area_in_sqmi=1.77, housing_units=19986, occupied_housing_units=19189, median_home_value=486600, median_household_income=81897, bounds_west=-158.059748, bounds_east=-157.874754, bounds_north=21.483927, bounds_south=21.338039)]
613	en	United States	[SimpleZipcode(zipcode='85295', zipcode_type='Standard', major_city='Gilbert', post_office_city='Gilbert, AZ', common_city_list=['Gilbert'], county='Maricopa County', state='AZ', lat=33.31, lng=-111.74, timezone='America/Phoenix', radius_in_miles=4.0, area_code_list=['480'], population=38332, population_density=3033.0, land_area_in_sqmi=12.64, water_area_in_sqmi=0.01, housing_units=13857, occupied_housing_units=12721, median_home_value=212100, median_household_income=87508, bounds_west=-111.789815, bounds_east=-111.686385, bounds_north=33.321674, bounds_south=33.277363)]
614	en	United States	[SimpleZipcode(zipcode='32806', zipcode_type='Standard', major_city='Orlando', post_office_city='Orlando, FL', common_city_list=['Orlando'], county='Orange County', state='FL', lat=28.51, lng=-81.36, timezone='Eastern', radius_in_miles=2.0, area_code_list=['321', '407'], population=24820, population_density=3726.0, land_area_in_sqmi=6.66, water_area_in_sqmi=0.82, housing_units=12091, occupied_housing_units=10993, median_home_value=194300, median_household_income=51996, bounds_west=-81.38489, bounds_east=-81.33102, bounds_north=28.533356, bounds_south=28.485944)]
615	en	United States	[]
616	en	United States	[]
617	en	United States	[SimpleZipcode(zipcode='15219', zipcode_type='Standard', major_city='Pittsburgh', post_office_city='Pittsburgh, PA', common_city_list=['Pittsburgh'], county='Allegheny County', state='PA', lat=40.44, lng=-79.99, timezone='Eastern', radius_in_miles=3.0, area_code_list=['412', '724'], population=16696, population_density=7277.0, land_area_in_sqmi=2.29, water_area_in_sqmi=0.38, housing_units=6708, occupied_housing_units=5628, median_home_value=73500, median_household_income=20151, bounds_west=-80.031589, bounds_east=-79.950431, bounds_north=40.459388, bounds_south=40.42598)]
618	en	United States	[SimpleZipcode(zipcode='01824', zipcode_type='Standard', major_city='Chelmsford', post_office_city='Chelmsford, MA', common_city_list=['Chelmsford', 'Kates Corner', 'S Chelmsford'], county='Middlesex County', state='MA', lat=42.59, lng=-71.35, timezone='Eastern', radius_in_miles=4.0, area_code_list=[], population=24911, population_density=1404.0, land_area_in_sqmi=17.75, water_area_in_sqmi=0.39, housing_units=9849, occupied_housing_units=9527, median_home_value=352100, median_household_income=104538, bounds_west=-71.405401, bounds_east=-71.294221, bounds_north=42.626008, bounds_south=42.549949)]
619	en	United States	[SimpleZipcode(zipcode='22201', zipcode_type='Standard', major_city='Arlington', post_office_city='Arlington, VA', common_city_list=['Arlington'], county='Arlington County', state='VA', lat=38.89, lng=-77.1, timezone='Eastern', radius_in_miles=1.0, area_code_list=['571', '703'], population=33476, population_density=14311.0, land_area_in_sqmi=2.34, water_area_in_sqmi=0.0, housing_units=18985, occupied_housing_units=17863, median_home_value=601600, median_household_income=113683, bounds_west=-77.120672, bounds_east=-77.077924, bounds_north=38.901655, bounds_south=38.871316)]
620	en	United States	[SimpleZipcode(zipcode='75040', zipcode_type='Standard', major_city='Garland', post_office_city='Garland, TX', common_city_list=['Garland'], county='Dallas County', state='TX', lat=32.93, lng=-96.62, timezone='Central', radius_in_miles=3.0, area_code_list=['972'], population=59406, population_density=3795.0, land_area_in_sqmi=15.65, water_area_in_sqmi=0.01, housing_units=19195, occupied_housing_units=18164, median_home_value=113000, median_household_income=54664, bounds_west=-96.662525, bounds_east=-96.575249, bounds_north=32.969045, bounds_south=32.893943)]
621	en	United Kingdom	[]
622	en	United Kingdom	[]
623	en	Australia	[]
624	en	United States	[SimpleZipcode(zipcode='10112', zipcode_type='Standard', major_city='New York', post_office_city='New York, NY', common_city_list=['New York'], county='New York County', state='NY', lat=40.759, lng=-73.98, timezone='Eastern', radius_in_miles=0.11363636363636363, area_code_list=['212'], population=0, population_density=None, land_area_in_sqmi=0.0, water_area_in_sqmi=0.0, housing_units=0, occupied_housing_units=0, median_home_value=None, median_household_income=None, bounds_west=-73.980886, bounds_east=-73.97845, bounds_north=40.759899, bounds_south=40.758436)]
625	en	United States	[SimpleZipcode(zipcode='22102', zipcode_type='Standard', major_city='Mc Lean', post_office_city='Mc Lean, VA', common_city_list=['Mc Lean', 'Mclean', 'Tysons', 'Tysons Corner', 'West Mcle...'], county='Fairfax County', state='VA', lat=38.93, lng=-77.23, timezone='Eastern', radius_in_miles=4.0, area_code_list=['703', '571'], population=21985, population_density=2097.0, land_area_in_sqmi=10.48, water_area_in_sqmi=0.07, housing_units=10608, occupied_housing_units=9738, median_home_value=759100, median_household_income=112427, bounds_west=-77.264362, bounds_east=-77.1938, bounds_north=38.981768, bounds_south=38.908681)]
626	en	Pakistan	[]
627	en	United States	[SimpleZipcode(zipcode='27609', zipcode_type='Standard', major_city='Raleigh', post_office_city='Raleigh, NC', common_city_list=['Raleigh'], county='Wake County', state='NC', lat=35.84, lng=-78.63, timezone='Eastern', radius_in_miles=3.0, area_code_list=['919'], population=32964, population_density=2950.0, land_area_in_sqmi=11.17, water_area_in_sqmi=0.05, housing_units=16243, occupied_housing_units=15106, median_home_value=235500, median_household_income=51090, bounds_west=-78.665911, bounds_east=-78.596064, bounds_north=35.872921, bounds_south=35.813159)]
628	en	United States	[SimpleZipcode(zipcode='19134', zipcode_type='Standard', major_city='Philadelphia', post_office_city='Philadelphia, PA', common_city_list=['Philadelphia', 'Phila'], county='Philadelphia County', state='PA', lat=39.99, lng=-75.11, timezone='Eastern', radius_in_miles=2.0, area_code_list=['215', '267'], population=60675, population_density=17295.0, land_area_in_sqmi=3.51, water_area_in_sqmi=0.3, housing_units=23000, occupied_housing_units=20080, median_home_value=75700, median_household_income=24291, bounds_west=-75.131937, bounds_east=-75.083781, bounds_north=40.009893, bounds_south=39.968358)]
629	en	United States	[SimpleZipcode(zipcode='50161', zipcode_type='Standard', major_city='Maxwell', post_office_city='Maxwell, IA', common_city_list=['Maxwell'], county='Story County', state='IA', lat=41.9, lng=-93.4, timezone='Central', radius_in_miles=12.0, area_code_list=['515'], population=2047, population_density=25.0, land_area_in_sqmi=81.45, water_area_in_sqmi=0.33, housing_units=862, occupied_housing_units=797, median_home_value=137800, median_household_income=61719, bounds_west=-93.497258, bounds_east=-93.347639, bounds_north=41.96472, bounds_south=41.719457)]
630	en	United States	[SimpleZipcode(zipcode='10023', zipcode_type='Standard', major_city='New York', post_office_city='New York, NY', common_city_list=['New York'], county='New York County', state='NY', lat=40.78, lng=-73.98, timezone='Eastern', radius_in_miles=0.7386363636363636, area_code_list=['212', '347', '646', '718', '917'], population=60998, population_density=124357.0, land_area_in_sqmi=0.49, water_area_in_sqmi=0.0, housing_units=39402, occupied_housing_units=34383, median_home_value=872500, median_household_income=103534, bounds_west=-73.990149, bounds_east=-73.974067, bounds_north=40.783192, bounds_south=40.768436)]
631	en	Madagascar	[]
632	en	United States	[SimpleZipcode(zipcode='32907', zipcode_type='Standard', major_city='Palm Bay', post_office_city='Palm Bay, FL', common_city_list=['Palm Bay', 'Melbourne'], county='Brevard County', state='FL', lat=28.02, lng=-80.67, timezone='Eastern', radius_in_miles=5.0, area_code_list=['321'], population=41870, population_density=2362.0, land_area_in_sqmi=17.73, water_area_in_sqmi=0.09, housing_units=17229, occupied_housing_units=15458, median_home_value=113500, median_household_income=49009, bounds_west=-80.745485, bounds_east=-80.601299, bounds_north=28.042621, bounds_south=27.987455)]
633	en	United States	[SimpleZipcode(zipcode='80246', zipcode_type='Standard', major_city='Denver', post_office_city='Denver, CO', common_city_list=['Denver', 'Glendale'], county='Denver County', state='CO', lat=39.7, lng=-104.93, timezone='Mountain', radius_in_miles=1.0, area_code_list=['303'], population=12875, population_density=7460.0, land_area_in_sqmi=1.73, water_area_in_sqmi=0.0, housing_units=7840, occupied_housing_units=7041, median_home_value=267800, median_household_income=39463, bounds_west=-104.942721, bounds_east=-104.916686, bounds_north=39.716255, bounds_south=39.69234)]
634	und	United States	[SimpleZipcode(zipcode='91942', zipcode_type='Standard', major_city='La Mesa', post_office_city='La Mesa, CA', common_city_list=['La Mesa'], county='San Diego County', state='CA', lat=32.78, lng=-117.02, timezone='Pacific', radius_in_miles=2.0, area_code_list=['619'], population=38069, population_density=6524.0, land_area_in_sqmi=5.84, water_area_in_sqmi=0.03, housing_units=18285, occupied_housing_units=16998, median_home_value=344600, median_household_income=51694, bounds_west=-117.053762, bounds_east=-116.98436, bounds_north=32.796543, bounds_south=32.754132)]
635	en	United States	[]
636	en	United States	[SimpleZipcode(zipcode='66062', zipcode_type='Standard', major_city='Olathe', post_office_city='Olathe, KS', common_city_list=['Olathe', 'Lenexa', 'Overland Park'], county='Johnson County', state='KS', lat=38.85, lng=-94.78, timezone='Central', radius_in_miles=6.0, area_code_list=['913'], population=74411, population_density=1558.0, land_area_in_sqmi=47.77, water_area_in_sqmi=0.42, housing_units=27198, occupied_housing_units=26031, median_home_value=200400, median_household_income=82333, bounds_west=-94.871419, bounds_east=-94.686316, bounds_north=38.922368, bounds_south=38.781817)]
637	en	United States	[SimpleZipcode(zipcode='21201', zipcode_type='Standard', major_city='Baltimore', post_office_city='Baltimore, MD', common_city_list=['Baltimore'], county='Baltimore city', state='MD', lat=39.29, lng=-76.62, timezone='Eastern', radius_in_miles=1.0, area_code_list=['410', '443', '667', '301'], population=16972, population_density=13158.0, land_area_in_sqmi=1.29, water_area_in_sqmi=0.0, housing_units=11255, occupied_housing_units=9765, median_home_value=208500, median_household_income=27465, bounds_west=-76.634132, bounds_east=-76.613775, bounds_north=39.31214, bounds_south=39.278926)]
638	en	United States	[]
639	en	Canada	[]
640	en	United States	[SimpleZipcode(zipcode='39218', zipcode_type='Standard', major_city='Richland', post_office_city='Richland, MS', common_city_list=['Richland', 'Jackson'], county='Rankin County', state='MS', lat=32.24, lng=-90.16, timezone='Central', radius_in_miles=4.0, area_code_list=['601'], population=6943, population_density=390.0, land_area_in_sqmi=17.79, water_area_in_sqmi=0.2, housing_units=2857, occupied_housing_units=2678, median_home_value=107300, median_household_income=43769, bounds_west=-90.209023, bounds_east=-90.081026, bounds_north=32.279568, bounds_south=32.132264)]
641	en	United States	[SimpleZipcode(zipcode='10023', zipcode_type='Standard', major_city='New York', post_office_city='New York, NY', common_city_list=['New York'], county='New York County', state='NY', lat=40.78, lng=-73.98, timezone='Eastern', radius_in_miles=0.7386363636363636, area_code_list=['212', '347', '646', '718', '917'], population=60998, population_density=124357.0, land_area_in_sqmi=0.49, water_area_in_sqmi=0.0, housing_units=39402, occupied_housing_units=34383, median_home_value=872500, median_household_income=103534, bounds_west=-73.990149, bounds_east=-73.974067, bounds_north=40.783192, bounds_south=40.768436)]
642	en	United States	[SimpleZipcode(zipcode='31408', zipcode_type='Standard', major_city='Savannah', post_office_city='Savannah, GA', common_city_list=['Savannah', 'Garden City', 'Garden Cty'], county='Chatham County', state='GA', lat=32.12, lng=-81.18, timezone='Eastern', radius_in_miles=4.0, area_code_list=['912'], population=9952, population_density=408.0, land_area_in_sqmi=24.4, water_area_in_sqmi=0.44, housing_units=3438, occupied_housing_units=3148, median_home_value=102900, median_household_income=30029, bounds_west=-81.247528, bounds_east=-81.116855, bounds_north=32.166438, bounds_south=32.067972)]
643	en	United States	[SimpleZipcode(zipcode='60302', zipcode_type='Standard', major_city='Oak Park', post_office_city='Oak Park, IL', common_city_list=['Oak Park'], county='Cook County', state='IL', lat=41.89, lng=-87.79, timezone='Central', radius_in_miles=1.0, area_code_list=['708', '773'], population=32108, population_density=10656.0, land_area_in_sqmi=3.01, water_area_in_sqmi=0.0, housing_units=15670, occupied_housing_units=14535, median_home_value=386700, median_household_income=77385, bounds_west=-87.805826, bounds_east=-87.774664, bounds_north=41.909254, bounds_south=41.87815)]
644	en	United States	[SimpleZipcode(zipcode='48895', zipcode_type='Standard', major_city='Williamston', post_office_city='Williamston, MI', common_city_list=['Williamston'], county='Ingham County', state='MI', lat=42.7, lng=-84.3, timezone='Eastern', radius_in_miles=8.0, area_code_list=['517'], population=11189, population_density=135.0, land_area_in_sqmi=83.05, water_area_in_sqmi=0.45, housing_units=4659, occupied_housing_units=4333, median_home_value=178300, median_household_income=76400, bounds_west=-84.367269, bounds_east=-84.179881, bounds_north=42.776181, bounds_south=42.584635)]
645	en	United States	[SimpleZipcode(zipcode='50161', zipcode_type='Standard', major_city='Maxwell', post_office_city='Maxwell, IA', common_city_list=['Maxwell'], county='Story County', state='IA', lat=41.9, lng=-93.4, timezone='Central', radius_in_miles=12.0, area_code_list=['515'], population=2047, population_density=25.0, land_area_in_sqmi=81.45, water_area_in_sqmi=0.33, housing_units=862, occupied_housing_units=797, median_home_value=137800, median_household_income=61719, bounds_west=-93.497258, bounds_east=-93.347639, bounds_north=41.96472, bounds_south=41.719457)]
646	en	United States	[]
647	en	United States	[SimpleZipcode(zipcode='31906', zipcode_type='Standard', major_city='Columbus', post_office_city='Columbus, GA', common_city_list=['Columbus'], county='Muscogee County', state='GA', lat=32.47, lng=-84.95, timezone='Eastern', radius_in_miles=3.0, area_code_list=['706', '762'], population=21757, population_density=3167.0, land_area_in_sqmi=6.87, water_area_in_sqmi=0.0, housing_units=10939, occupied_housing_units=9408, median_home_value=121600, median_household_income=33974, bounds_west=-84.979741, bounds_east=-84.926676, bounds_north=32.502177, bounds_south=32.430652)]
648	en	United States	[]
649	en	United States	[]
650	en	United States	[]
651	und	United States	[SimpleZipcode(zipcode='43146', zipcode_type='Standard', major_city='Orient', post_office_city='Orient, OH', common_city_list=['Orient', 'Darbyville', 'Pleasant Corners', 'Pleasant C...'], county='Pickaway County', state='OH', lat=39.8, lng=-83.1, timezone='Eastern', radius_in_miles=8.0, area_code_list=['614'], population=12369, population_density=155.0, land_area_in_sqmi=79.82, water_area_in_sqmi=0.82, housing_units=3389, occupied_housing_units=3236, median_home_value=168400, median_household_income=71917, bounds_west=-83.254219, bounds_east=-83.013071, bounds_north=39.860739, bounds_south=39.684404)]
652	en	United States	[SimpleZipcode(zipcode='10023', zipcode_type='Standard', major_city='New York', post_office_city='New York, NY', common_city_list=['New York'], county='New York County', state='NY', lat=40.78, lng=-73.98, timezone='Eastern', radius_in_miles=0.7386363636363636, area_code_list=['212', '347', '646', '718', '917'], population=60998, population_density=124357.0, land_area_in_sqmi=0.49, water_area_in_sqmi=0.0, housing_units=39402, occupied_housing_units=34383, median_home_value=872500, median_household_income=103534, bounds_west=-73.990149, bounds_east=-73.974067, bounds_north=40.783192, bounds_south=40.768436)]
653	in	Singapur	[]
654	en	United States	[SimpleZipcode(zipcode='15122', zipcode_type='Standard', major_city='West Mifflin', post_office_city='West Mifflin, PA', common_city_list=['West Mifflin', 'Pittsburgh'], county='Allegheny County', state='PA', lat=40.36, lng=-79.9, timezone='Eastern', radius_in_miles=4.0, area_code_list=['412'], population=20131, population_density=1597.0, land_area_in_sqmi=12.61, water_area_in_sqmi=0.21, housing_units=9444, occupied_housing_units=8773, median_home_value=85200, median_household_income=45685, bounds_west=-79.956256, bounds_east=-79.846969, bounds_north=40.402272, bounds_south=40.319848)]
655	en	United States	[]
656	en	Madagascar	[]
657	en	United States	[SimpleZipcode(zipcode='33952', zipcode_type='Standard', major_city='Port Charlotte', post_office_city='Port Charlotte, FL', common_city_list=['Port Charlotte', 'Pt Charlotte'], county='Charlotte County', state='FL', lat=26.99, lng=-82.09, timezone='Eastern', radius_in_miles=3.0, area_code_list=['941'], population=28382, population_density=2574.0, land_area_in_sqmi=11.03, water_area_in_sqmi=2.47, housing_units=16056, occupied_housing_units=12743, median_home_value=93000, median_household_income=37318, bounds_west=-82.124991, bounds_east=-82.06345, bounds_north=27.018022, bounds_south=26.946925)]
658	en	United States	[SimpleZipcode(zipcode='11040', zipcode_type='Standard', major_city='New Hyde Park', post_office_city='New Hyde Park, NY', common_city_list=['New Hyde Park', 'Garden City P', 'Garden City Park', 'Hillsid...'], county='Nassau County', state='NY', lat=40.74, lng=-73.68, timezone='Eastern', radius_in_miles=2.0, area_code_list=['516'], population=40782, population_density=8526.0, land_area_in_sqmi=4.78, water_area_in_sqmi=0.03, housing_units=13900, occupied_housing_units=13500, median_home_value=536900, median_household_income=101434, bounds_west=-73.710098, bounds_east=-73.650997, bounds_north=40.770703, bounds_south=40.723318)]
659	en	United States	[SimpleZipcode(zipcode='19380', zipcode_type='Standard', major_city='West Chester', post_office_city='West Chester, PA', common_city_list=['West Chester', 'West Bradford'], county='Chester County', state='PA', lat=40.0, lng=-75.6, timezone='Eastern', radius_in_miles=8.0, area_code_list=['484', '610'], population=49534, population_density=1570.0, land_area_in_sqmi=31.55, water_area_in_sqmi=0.36, housing_units=20728, occupied_housing_units=19818, median_home_value=366900, median_household_income=84843, bounds_west=-75.735142, bounds_east=-75.488613, bounds_north=40.029602, bounds_south=39.936389)]
660	en	United States	[SimpleZipcode(zipcode='10023', zipcode_type='Standard', major_city='New York', post_office_city='New York, NY', common_city_list=['New York'], county='New York County', state='NY', lat=40.78, lng=-73.98, timezone='Eastern', radius_in_miles=0.7386363636363636, area_code_list=['212', '347', '646', '718', '917'], population=60998, population_density=124357.0, land_area_in_sqmi=0.49, water_area_in_sqmi=0.0, housing_units=39402, occupied_housing_units=34383, median_home_value=872500, median_household_income=103534, bounds_west=-73.990149, bounds_east=-73.974067, bounds_north=40.783192, bounds_south=40.768436)]
661	en	United States	[SimpleZipcode(zipcode='21201', zipcode_type='Standard', major_city='Baltimore', post_office_city='Baltimore, MD', common_city_list=['Baltimore'], county='Baltimore city', state='MD', lat=39.29, lng=-76.62, timezone='Eastern', radius_in_miles=1.0, area_code_list=['410', '443', '667', '301'], population=16972, population_density=13158.0, land_area_in_sqmi=1.29, water_area_in_sqmi=0.0, housing_units=11255, occupied_housing_units=9765, median_home_value=208500, median_household_income=27465, bounds_west=-76.634132, bounds_east=-76.613775, bounds_north=39.31214, bounds_south=39.278926)]
662	en	United States	[SimpleZipcode(zipcode='78757', zipcode_type='Standard', major_city='Austin', post_office_city='Austin, TX', common_city_list=['Austin'], county='Travis County', state='TX', lat=30.35, lng=-97.73, timezone='Central', radius_in_miles=2.0, area_code_list=['512'], population=21310, population_density=4335.0, land_area_in_sqmi=4.92, water_area_in_sqmi=0.0, housing_units=10898, occupied_housing_units=10111, median_home_value=259400, median_household_income=57429, bounds_west=-97.755013, bounds_east=-97.712787, bounds_north=30.378008, bounds_south=30.327804)]
663	en	United States	[SimpleZipcode(zipcode='26505', zipcode_type='Standard', major_city='Morgantown', post_office_city='Morgantown, WV', common_city_list=['Morgantown', 'Booth', 'Everettville', 'Star City'], county='Monongalia County', state='WV', lat=39.65, lng=-79.95, timezone='Eastern', radius_in_miles=4.0, area_code_list=['304', '681'], population=38772, population_density=2954.0, land_area_in_sqmi=13.12, water_area_in_sqmi=0.32, housing_units=17781, occupied_housing_units=16422, median_home_value=174400, median_household_income=27264, bounds_west=-79.993677, bounds_east=-79.901004, bounds_north=39.688394, bounds_south=39.58643)]
664	en	United States	[SimpleZipcode(zipcode='60435', zipcode_type='Standard', major_city='Joliet', post_office_city='Joliet, IL', common_city_list=['Joliet', 'Crest Hill', 'Shorewood'], county='Will County', state='IL', lat=41.56, lng=-88.12, timezone='Central', radius_in_miles=4.0, area_code_list=['815'], population=48899, population_density=4566.0, land_area_in_sqmi=10.71, water_area_in_sqmi=0.05, housing_units=19611, occupied_housing_units=18409, median_home_value=159100, median_household_income=53691, bounds_west=-88.172905, bounds_east=-88.078592, bounds_north=41.594791, bounds_south=41.514892)]
665	en	United States	[]
666	en	United States	[SimpleZipcode(zipcode='08012', zipcode_type='Standard', major_city='Blackwood', post_office_city='Blackwood, NJ', common_city_list=['Blackwood', 'Turnersville'], county='Camden County', state='NJ', lat=39.78, lng=-75.05, timezone='Eastern', radius_in_miles=5.0, area_code_list=['856'], population=38992, population_density=2609.0, land_area_in_sqmi=14.94, water_area_in_sqmi=0.21, housing_units=15639, occupied_housing_units=14921, median_home_value=217600, median_household_income=70982, bounds_west=-75.09293, bounds_east=-75.008019, bounds_north=39.845815, bounds_south=39.722912)]
667	en	United States	[SimpleZipcode(zipcode='97212', zipcode_type='Standard', major_city='Portland', post_office_city='Portland, OR', common_city_list=['Portland'], county='Multnomah County', state='OR', lat=45.54, lng=-122.64, timezone='Pacific', radius_in_miles=2.0, area_code_list=['971', '503'], population=24126, population_density=8839.0, land_area_in_sqmi=2.73, water_area_in_sqmi=0.0, housing_units=10724, occupied_housing_units=10289, median_home_value=460500, median_household_income=81930, bounds_west=-122.666746, bounds_east=-122.619393, bounds_north=45.55368, bounds_south=45.534357)]
668	en	United States	[SimpleZipcode(zipcode='10918', zipcode_type='Standard', major_city='Chester', post_office_city='Chester, NY', common_city_list=['Chester'], county='Orange County', state='NY', lat=41.35, lng=-74.26, timezone='Eastern', radius_in_miles=6.0, area_code_list=['845'], population=11647, population_density=354.0, land_area_in_sqmi=32.92, water_area_in_sqmi=0.44, housing_units=4254, occupied_housing_units=4022, median_home_value=306600, median_household_income=87114, bounds_west=-74.332821, bounds_east=-74.193919, bounds_north=41.416994, bounds_south=41.277583)]
669	und	United States	[SimpleZipcode(zipcode='54476', zipcode_type='Standard', major_city='Schofield', post_office_city='Schofield, WI', common_city_list=['Schofield', 'Weston'], county='Marathon County', state='WI', lat=44.89, lng=-89.55, timezone='Central', radius_in_miles=6.0, area_code_list=['715'], population=18580, population_density=442.0, land_area_in_sqmi=42.07, water_area_in_sqmi=1.11, housing_units=8079, occupied_housing_units=7335, median_home_value=140600, median_household_income=51625, bounds_west=-89.641122, bounds_east=-89.407754, bounds_north=44.945527, bounds_south=44.828816)]
670	en	United States	[SimpleZipcode(zipcode='50161', zipcode_type='Standard', major_city='Maxwell', post_office_city='Maxwell, IA', common_city_list=['Maxwell'], county='Story County', state='IA', lat=41.9, lng=-93.4, timezone='Central', radius_in_miles=12.0, area_code_list=['515'], population=2047, population_density=25.0, land_area_in_sqmi=81.45, water_area_in_sqmi=0.33, housing_units=862, occupied_housing_units=797, median_home_value=137800, median_household_income=61719, bounds_west=-93.497258, bounds_east=-93.347639, bounds_north=41.96472, bounds_south=41.719457)]
671	en	United States	[SimpleZipcode(zipcode='76039', zipcode_type='Standard', major_city='Euless', post_office_city='Euless, TX', common_city_list=['Euless'], county='Tarrant County', state='TX', lat=32.86, lng=-97.09, timezone='Central', radius_in_miles=2.0, area_code_list=['682', '817', '972', '214', '469'], population=32925, population_density=5050.0, land_area_in_sqmi=6.52, water_area_in_sqmi=0.01, housing_units=15514, occupied_housing_units=14512, median_home_value=146300, median_household_income=58320, bounds_west=-97.109206, bounds_east=-97.060772, bounds_north=32.881659, bounds_south=32.836967)]
672	en	United States	[SimpleZipcode(zipcode='81401', zipcode_type='Standard', major_city='Montrose', post_office_city='Montrose, CO', common_city_list=['Montrose'], county='Montrose County', state='CO', lat=38.5, lng=-107.8, timezone='Mountain', radius_in_miles=16.0, area_code_list=['970'], population=22437, population_density=96.0, land_area_in_sqmi=233.55, water_area_in_sqmi=0.17, housing_units=10038, occupied_housing_units=9158, median_home_value=186600, median_household_income=45148, bounds_west=-107.956667, bounds_east=-107.543269, bounds_north=38.668179, bounds_south=38.301893)]
673	und	United States	[]
674	und	United States	[SimpleZipcode(zipcode='13072', zipcode_type='Standard', major_city='Georgetown', post_office_city='Georgetown, NY', common_city_list=['Georgetown'], county='Madison County', state='NY', lat=42.76, lng=-75.77, timezone='Eastern', radius_in_miles=7.0, area_code_list=['315'], population=1123, population_density=24.0, land_area_in_sqmi=47.05, water_area_in_sqmi=0.02, housing_units=482, occupied_housing_units=372, median_home_value=85700, median_household_income=46563, bounds_west=-75.846288, bounds_east=-75.684093, bounds_north=42.827244, bounds_south=42.683334)]
675	en	United States	[SimpleZipcode(zipcode='33179', zipcode_type='Standard', major_city='Miami', post_office_city='Miami, FL', common_city_list=['Miami', 'Miami Gardens', 'N Miami Beach', 'North Miam...'], county='Miami-Dade County', state='FL', lat=25.96, lng=-80.18, timezone='Eastern', radius_in_miles=2.0, area_code_list=['305', '786'], population=41332, population_density=8211.0, land_area_in_sqmi=5.03, water_area_in_sqmi=0.7, housing_units=18152, occupied_housing_units=16232, median_home_value=119600, median_household_income=44325, bounds_west=-80.202864, bounds_east=-80.156584, bounds_north=25.974091, bounds_south=25.936598)]
676	en	United States	[SimpleZipcode(zipcode='49001', zipcode_type='Standard', major_city='Kalamazoo', post_office_city='Kalamazoo, MI', common_city_list=['Kalamazoo'], county='Kalamazoo County', state='MI', lat=42.27, lng=-85.56, timezone='Eastern', radius_in_miles=2.0, area_code_list=['269'], population=22095, population_density=2867.0, land_area_in_sqmi=7.71, water_area_in_sqmi=0.07, housing_units=10001, occupied_housing_units=8848, median_home_value=86200, median_household_income=32259, bounds_west=-85.58967, bounds_east=-85.530782, bounds_north=42.294786, bounds_south=42.241457)]
677	en	United States	[SimpleZipcode(zipcode='01824', zipcode_type='Standard', major_city='Chelmsford', post_office_city='Chelmsford, MA', common_city_list=['Chelmsford', 'Kates Corner', 'S Chelmsford'], county='Middlesex County', state='MA', lat=42.59, lng=-71.35, timezone='Eastern', radius_in_miles=4.0, area_code_list=[], population=24911, population_density=1404.0, land_area_in_sqmi=17.75, water_area_in_sqmi=0.39, housing_units=9849, occupied_housing_units=9527, median_home_value=352100, median_household_income=104538, bounds_west=-71.405401, bounds_east=-71.294221, bounds_north=42.626008, bounds_south=42.549949)]
678	en	United States	[SimpleZipcode(zipcode='34684', zipcode_type='Standard', major_city='Palm Harbor', post_office_city='Palm Harbor, FL', common_city_list=['Palm Harbor'], county='Pinellas County', state='FL', lat=28.1, lng=-82.73, timezone='Eastern', radius_in_miles=4.0, area_code_list=['727'], population=25847, population_density=3954.0, land_area_in_sqmi=6.54, water_area_in_sqmi=1.14, housing_units=14360, occupied_housing_units=12693, median_home_value=140500, median_household_income=45071, bounds_west=-82.748063, bounds_east=-82.70722, bounds_north=28.123049, bounds_south=28.04879)]
